Source,Article,Text
https://www.manchestereveningnews.co.uk/news/uk-news/,Man drove 100 miles to abuse children - but was met by police,"Anthony Goward was unaware that he was talking to undercover police officersSign up for our daily newsletter to get the day's biggest stories sent direct to your inboxWe have more newslettersA man has been jailed after he arranged to commit child sex abuse online. Anthony Goward drove miles to meet what he thought would be children.. But they turned out to be part of an undercover police operation.Goward, from Leicester, travelled more than 100 miles to Burtonwood services in Warrington to meet children, following a series of messages with undercover officers. When he arrived he was arrested by police who were waiting for him, LeicestershireLive reports. READ MORE: Shocking moment yob pushes grandad into canal as terrified wife watches on The 52-year-old, of Redmarle Road, Braunstone, was subsequently charged. He appeared at Chester Magistrates’ Court on Wednesday, April 5, where he pleaded guilty to arranging and facilitating the commission of a child sexual offence as well as arranging the sexual assault of a child.Goward appeared at Liverpool Crown Court on Wednesday, May 3, for sentencing, and was jailed for four years and four months. He was also made subject to a Sexual Harm Prevention Order which will last 15 years.For more of today's top stories, click here. READ NEXT: ""I've just stabbed him sir..."" - Teen who brought knife into school stabbed fellow student in classroom revenge attackWhat's happening on the posh city centre street with so many 'to let signs'""I finally tried 'Greater Manchester's best burger'. Part of me wishes I hadn't""Prince William and Kate Middleton share 'breathtaking' behind-the-scenes Coronation footageInside the huge new Rudy's pizzeria with a unique Italian feature"
https://www.manchestereveningnews.co.uk/news/uk-news/,The awkward moments you may have missed from the King’s Coronation,"From Katy Perry trying to find her seat to fans spotting the 'Grim Reaper', there were lots of bizarre moments during the coronationSign up for our daily newsletter to get the day's biggest stories sent direct to your inboxWe have more newslettersWith the eyes of the world on Westminster Abbey yesterday for the King’s Coronation, everything had to be meticulously planned. But despite months of preparation and a mostly-smooth service, there were a few mishaps along the way. King Charles III and his wife Queen Camilla were crowned during the two-hour service, led by the Archbishop of Canterbury. While the ancient ceremony unfolded, there were some key figures and moments which stole the show and caught viewers’ attention, the Mirror reports. From Katy Perry wandering around trying to find her seat, to Princess Anne blocking Prince Harry’s view, there were certainly a few awkward moments which will go down in history. We take a look at some of the strangest moments below. READ MORE: Prince Harry catches British Airways flight to USA HOURS after King Charles III's Coronation US pop singer Katy Perry was among the celebrity guests attending the ceremony. She is set to perform in the Coronation Concert on Sunday evening. But Katy, dressed in a striking baby pink number, left fans in stitches for the wrong reasons at the ceremony on Saturday.On her way into Westminster Abbey, she almost fell to the floor as the heel on her white court shoes almost gave way. And then once inside the abbey, walking alongside British Vogue editor Edward Enninful, the California Gurls star struggled to find her seat among the crowd.Puzzled Katy sought help from guests already seated as she roamed the pews asking which was her spot. She later broke her silence a few hours later, tweeting: ""Don't worry guys I found my seat"".One member of the royal family didn’t receive a warm welcome from crowds ahead of the ceremony. The King's disgraced brother Prince Andrew was booed as he was driven past royalists down The Mall.The Duke of York faced the wrath of some onlookers who vocalised their distaste for him from the grandstand in front of Buckingham Palace. Although he did attend the service, there was no special role for the Prince.Prince Harry attended the coronation ceremony alone as his wife Meghan Markle stayed at home in California to look after their children and celebrate Archie’s birthday. But despite travelling all that way for a seat at the big event, Harry may have had a better view at home as the Princess Royal’s hat ended up obstructing his view. The Duke of Sussex sat in the third row, alongside Princess Eugenie's husband Jack Brooksbank and Princess Alexandra - the cousin of the late Queen who hasn't had a working royal engagement in a decade. Once the ceremony commenced, viewers began to notice that poor Harry's face was being blocked by the red feathers, with some cheeky commentators audaciously suggesting it may have been done on purpose.Although his view wasn’t great, Prince Harry reportedly performed a display of ""cocky bravado"" as he arrived at the ceremony, according to a body language expert. The estranged Prince used his controversial appearance to signal to the world that he was ""happy to be back"" on UK soil after months of attacks on the royal family amid escaping to the US for a new life with Meghan.Body language expert Judi James told The Mirror that viewers witnessed ""an incredible return of the joker prince"" as a grinning Harry arrived alongside royal cousins Princess Beatrice and Princess Eugenie.Several viewers reported seeing a potentially unwelcome guest at Westminster Abbey - a ‘Grim Reaper’. The spooky figure, donning the mythological character's iconic dark robes whilst carrying an item resembling a scythe, was filmed walking by the doors of the abbey.Creeped-out royal fans immediately took to Twitter to share screen grabs of the dark silhouette.King Charles had another awkward mishap with a fountain pen once again after last year's fiasco in Belfast. When it came to singing the oath in the abbey, it seemed the pen wasn't working as intended amid the important declaration.Charles could be seen grimacing as he placed the lid back on top of the stationery item. The monarch is known to carry his own pen for when he is frequently asked to sign visitors' books during royal visits, but it seems the item has been letting him down lately.While Camilla’s family proudly looked on as she was anointed following Charles, her crown appeared to not be the best fit. The new Queen was filmed using her index finger to adjust her hair underneath the crown at least five times.She then raised her hand and appeared to give the Archbishop of Canterbury some verbal assistance. It came after the Archbishop was forced to spend several seconds adjusting the crown on the King's head.Naturally Prince Louis stole the show at certain points during the ceremony. The five-year-old royal distracted viewers first by yawning and fidgeting, before accidentally singing 'God Save The Queen' for the National Anthem when the service came to an end.There was also confusion when the young prince appeared to go missing from the ceremony and wasn't seen next to his parents, the Prince and Princess of Wales. He did process into the abbey with his family - but due to still being young, he was ""retired"" during the service due to his tender age.More than 4,000 ceremonial troops took part in the procession escorting the new King and Queen back to Buckingham Palace in the historic Gold State Coach. However unfortunately just moments before the procession kicked off, a Royal Navy officer dramatically fainted.A small number of military members rushed to assist their colleague who was quickly put onto a stretcher and given medical assistance.For more of today's top stories, click here. READ NEXT: "
https://www.manchestereveningnews.co.uk/news/uk-news/,Married dad-of-four groomed girls online and plied them with booze before raping teen under Blackpool pier,"Cristian Piscurianu lied about his age and messaged on social media, a court heardA dad-of-four groomed three teenage girls online and plied them with booze before raping one of them under a pier in Blackpool. A court heard how married Cristian Piscurianu had told the teenagers he was 18 years old when they were aged 13 and 15 and 'not worldly wise'.He had been in the UK for 'a matter of weeks' when he first began grooming the girls, who had been hanging around a supermarket. The 26-year-old, who was aged 22 at the time, tried to persuade the girls to perform oral sex on him in March 2019.Preston Crown Court heard that two of the girls were able to say no, but Piscurianu took the other to the beach and forced himself on her. It left Piscurianu's victim drinking and smoking cannabis to try and forget what had happened, Lancs Live reports.READ MORE: Join the FREE Manchester Evening News WhatsApp communityPiscurianu has now been sentenced to 16 years and three months in jail after being found guilty of rape and two counts of causing or inciting a child to engage in sexual activity. Following the incident, Piscurianu denied the offences and claimed DNA evidence found on the girl's jeans was spittle. He continued to deny he had raped the girl and groomed her two friends throughout a trial - but was convicted by the jury. Throughout the proceedings, the defendant was supported by his wife and members of his family who sat in the public gallery. The court heard the defendant 'acted with others' to groom the teenagers. ""These girls were clearly unsophisticated and not worldly wise,"" Judge Lloyd said. ""From their profile pictures they were clearly children."" The judge said the girls were unfamiliar with simple sexual terms.""They were no doubt flattered by the attention you and your friends gave them. You were on social media with one of them, prior to sexual offending against her, asking for sexy pictures, and you rang her asking to meet in the days before the offence.""You offered the girls cigarettes and alcohol and gave one of them a bracelet. It was inevitable they would be flattered by the attention they were getting outside that shop from you and your friends.""They initially thought it was a giggle to be in your company but they weren't prepared for what you wanted from them. Two of them were able to say no and not be forced into anything. The other was not so lucky.""This was grooming behaviour. You lied about your age and there was a significant disparity. In my mind, a nine or seven year disparity is significant when you are a sexually experienced, married man with children, and your victims themselves are children.""One of the girls said since she was raped she felt scared and upset and struggled to cope with school. Following the attack she was drinking and smoking cannabis regularly to try and forget about what had happened.Four years later she has a supportive partner but still feels uncomfortable around men she doesn't know, she said. Another of Piscurianu's victims said she feels anxious in crowds and does not go out alone, while the third said she is now petrified of Romanian men. She said she has seen members of her abuser's family while travelling on public transport and feels anxious, sometimes causing her to miss her stop. She also said her relationships with men have been affected.Judge Lloyd said Pisturianu, of Jameson Street, Blackpool, poses a danger of serious harm and classed him as a dangerous offender. She sentenced him to three years concurrently for each offence of causing or inciting a child to engage in sexual activity, with a further 10 years and three months for rape. She also imposed a three year extended licence period.Get the latest headlines hereREAD NEXT:""I've just stabbed him sir..."" - Teen who brought knife into school stabbed fellow student in classroom revenge attackWhat's happening on the posh city centre street with so many 'to let signs'""I finally tried 'Greater Manchester's best burger'. Part of me wishes I hadn't""Prince William and Kate Middleton share 'breathtaking' behind-the-scenes Coronation footageInside the huge new Rudy's pizzeria with a unique Italian feature"
https://www.manchestereveningnews.co.uk/news/uk-news/,Three arrested in murder investigation after man ‘stabbed to death in McDonald’s',"Emergency services were called to reports of a man suffering serious injuries in the centre of BathThree people have been arrested in a murder investigation launched after a man died following reports of a stabbing in McDonald’s. Emergency services were called to reports of a man suffering serious injuries in the centre of Bath, in the South Street area, shortly before 3.30am on Saturday (May 6) morning. However, the man was pronounced dead at the scene. Three arrests in relation to the incident have since been made by Avon and Somerset Police. A formal identification is yet to take place but the victim’s next of kin have been informed. A post mortem will take place in due course, the Mirror reports. READ MORE: Head of anti-monarchy group released after Coronation's end after spending 16 hours in custody The area was cordoned off while forensic officers were at the scene all day. One witness claimed a male stabbed another in the McDonald’s.He said: ""So I was going home, and there was around 15 younger people outside McDonald's and I saw a male stab a male and he fell to the floor.""Security then restrained the male to the floor. Other security gave CPR to try and save him but this wasn't successful.""People then tried to get to the lad who was being restrained. The police took a while to get there, it was chaos. Seeing the poor lad on the floor dead will live with me forever.""He only looked around 18 years old. The police then took the lad away and ambulances arrived.""Flowers have been left with one card reading ""God bless you darling"".In a statement, Chief Inspector Ronnie Lungu of Avon and Somerset Police said: “First and foremost our thoughts go out to the family of the man who has died at this difficult and incredibly upsetting time.“A murder investigation is underway and we’d please ask for the benefit of our enquiries, but more importantly the welfare of the man’s family, that people avoid speculating on the possible circumstances while that is ongoing. Three people were arrested this morning on suspicion of murder and are in custody.”Ch Insp Lungu added: “While such tragic incidents are rare in Bath, people can expect to see an increased police presence in the area over the coming days while investigative enquiries are carried out and officer patrols conducted. We would encourage anyone who does have concerns to speak with those officers who will be happy to assist.“A scene remains in place at this time. We appreciate that will cause some disruption to the public and businesses today, but would please ask for understanding while officers carry out important work to establish what has happened.""Anyone who witnessed the incident, has footage of the surrounding area or has information that may assist the investigation is asked to call 101 and quote reference number 5223105088.For more of today's top stories, click here. READ NEXT: "
https://www.manchestereveningnews.co.uk/news/uk-news/,Prince Harry catches British Airways flight to USA HOURS after King Charles III's Coronation,"The Duke of Sussex reunited with Archie for his birthdaySign up for our daily newsletter to get the day's biggest stories sent direct to your inboxWe have more newslettersThe Duke of Sussex caught a flight back to California within hours of his father's Coronation - landing in time to see his son's birthday. Harry caught a British Airways flight to Los Angeles International Airport.He arrived at around 7.30pm local time (3.30am UK) before being reunited with Archie, who turned four on Saturday (May 6). Archie had spent the day with Meghan, the Duchess of Sussex, at the family's US home while the Coronation took place in London.British Airways flight attendants confirmed Harry had been on the flight to the PA news agency. They added that they were not permitted to discuss the details of his trip.READ MORE: Join the FREE Manchester Evening News WhatsApp communityThe duke’s appearance at the Coronation marked his first public appearance alongside the royals since he lambasted his family in his controversial memoir Spare. He was seated in the third row for the crowning of Charles and the duke’s stepmother the Queen in Westminster Abbey, and was placed two rows behind his brother the Prince of Wales.Harry chatted to his cousin Princess Beatrice and her husband Edoardo Mapelli Mozzi as he entered the church on Saturday in the drizzling UK rain. He also nodded and smiled to guests as he processed behind them, walking down the nave of the abbey alone.It is understood the duke wore what he was asked to wear, which consisted of a dark morning suit and tie, his Afghanistan and Jubilee medals pinned to his suit jacket, and a Royal Victorian Order star and neck decoration. During the service, as the congregation paid homage to the King, Harry was seen, along with the other royals around him, speaking the words: “God save King Charles. ""Long live King Charles. May the King live forever.”His abrupt return to the US meant he did not appear on the Buckingham Palace balcony for the finale of the day, with the Palace confirming earlier that he had no formal role at the event. Also absent from the balcony was the Duke of York, who has stepped away from public life after a controversial Newsnight interview in November 2019 and the furore over his friendship with paedophile financier Jeffrey Epstein.Get the latest headlines hereREAD NEXT:""I've just stabbed him sir..."" - Teen who brought knife into school stabbed fellow student in classroom revenge attackWhat's happening on the posh city centre street with so many 'to let signs'""I finally tried 'Greater Manchester's best burger'. Part of me wishes I hadn't""Prince William and Kate Middleton share 'breathtaking' behind-the-scenes Coronation footageInside the huge new Rudy's pizzeria with a unique Italian feature"
https://www.manchestereveningnews.co.uk/news/uk-news/,What time is the Coronation Concert at Windsor Castle tonight and how to watch on TV,"A special celebratory concert on May 7 will mark the crowning of the nation’s new King and Queen live on the BBCSign up for our daily newsletter to get the day's biggest stories sent direct to your inboxWe have more newslettersThe Coronation of King Charles took place yesterday, as the world watched the crowning of the UK’s new king and queen. Charles and Camilla were joined by the royal family, politicians, world leaders and celebrities for the historic event at Westminster Abbey in London.Celebrations continue across the weekend, with a special Coronation Concert to be staged and broadcast live from Windsor Castle on Sunday. The concert will be held in front of a crowd of 20,000 members of the public and invited guests at the castle’s East Lawn and will be broadcast live on TV and radio.BBC says the concert will “celebrate a new chapter in the nation’s history, with themes of love, respect and optimism, celebrating the four nations, their communities and the Commonwealth.” The concert will feature a host of global music icons and contemporary stars, with some of the biggest names in entertainment coming together to mark the crowning of the King and Queen.READ MORE: Join the FREE Manchester Evening News WhatsApp communityThe concert will see a 74-piece world-class orchestra play interpretations of musical hits, featuring a broad mix of music spanning pop to classical and fronted by some huge names. It will also feature a selection of spoken word sequences delivered by stars of stage and screen.Set to perform at the star-studded event are Take That, Lionel Richie, Katy Perry, singer-songwriter Freya Ridings and classical-soul composer-producer Alexis Ffrench. Opera star Andrea Bocelli and Welsh bass-baritone Sir Bryn Terfel will perform a duet. See the full line-up here.Discover, learn, grow. We are Curiously. Follow us on TikTok, Instagram, Facebook and Twitter.Hollywood icon Tom Cruise and Dynasty actress Dame Joan Collins will join adventurer Bear Grylls and singer Sir Tom Jones in pre-recorded sketches revealing little-known facts about the King. Winnie the Pooh is also on the bill, in a moment set to mirror the late Queen’s Platinum Party at the Palace last year where the monarch enjoyed tea with Paddington Bear. The Coronation Concert will be broadcast live on BBC, with Kirsty Young returning to anchor the special live broadcast. Clara Amfo and Jordan Banjo will be backstage with the acts set to perform, while BBC Radio 2 will capture the atmosphere ahead of the event, with Zoe Ball speaking to the performers and Dermot O’Leary mingling with the crowds at Windsor Castle. The concert will be hosted by Paddington and Downton Abbey actor Hugh Bonneville and will be broadcast live from 8pm on BBC One, BBC iPlayer, BBC Radio 2 and BBC Sounds.READ NEXT:"
https://www.manchestereveningnews.co.uk/news/uk-news/,Coronation Concert full line up and who is playing at Windsor Castle,"A whole host of stars are appearing to celebrate newly-crowned monarchs this eveningSign up for our daily newsletter to get the day's biggest stories sent direct to your inboxWe have more newslettersThe highly-anticipated Coronation Concert takes place tonight (Sunday May 7), with a stunning line-up of musicians preparing to give the royal performance of their lives. The likes of Take That, Lionel Richie and Katy Perry will be gracing the Castle's East Lawn for our newly-crowned King and Queen. Some 20,000 members of the public will also be there to experience it all in person, while the night will also be broadcast live on TV.The concert, hosted by Paddington and Downton Abbey actor Hugh Bonneville, will see Hollywood star Tom Cruise, Dynasty actress Dame Joan Collins, adventurer Bear Grylls and singer Sir Tom Jones appear by video message. Meanwhile broadcaster Kirsty Young will front the coverage for the BBC, while Radio One's Clara Amfo and Diversity's Jordon Banjo will bring us the latest from backstage. READ MORE: Join the FREE Manchester Evening News WhatsApp communityThe broadcaster also revealed plans for a Union Jack-shaped stage, which will extend out to the audience. It will be lit up in red, white and blue and features a halo-like screen surrounding the roof, which the BBC said will 'symbolise the Crown protecting the nation'.Here is the full line-up ahead of the gig:The Coronation Concert airs on BBC One and BBC iPlayer from 8pm tonight. Read today's top stories hereREAD NEXT:Warning issued to millions of homeowners ahead of King's coronation celebrationsFull list of road closures for King Charles III's coronation street parties in Wigan'We compared M&S Coronation shortbread with Morrisons - this one took the crown'Why can’t we go on holiday when we want?': Parents' anger as they're fined £480 for taking children away during schoolStaff suspended by school following alleged 'naked bicycle prank'"
https://www.manchestereveningnews.co.uk/news/uk-news/,"National Lottery results draw LIVE: Winning Lotto numbers on Saturday, May 6","It's a 'must be won' draw tonight - with £20 million to be claimed if you match all six numbersIt’s time again to get your Lotto tickets ready in preparation for Saturday night’s National Lottery draw.There is a whopping £20 million up for grabs this evening (May 6) and the National Lottery say it ‘must be won’ tonight after last week’s quadruple rollover went unclaimed.All you need to do is match all six numbers on your lottery ticket, and if you do that, the whole lot could be coming your way.READ MORE: Join the FREE Manchester Evening News WhatsApp communityIn a Must Be Won draw, there is a rolldown when no one wins the jackpot by matching six numbers. The jackpot is then shared by players matching two or more of the main numbers.To be in with the chance of winning a prize you will need to grab a ticket and pick your lucky numbers before 7.30pm tonight. You can also play online on the National Lottery website for £2 a play.If you miss out on your chance to play tonight, there will be another Lotto draw on Wednesday.We will be announcing the numbers for tonight's Lotto and Thunderball draws below as soon as the results are in, so stay tuned...The results are 3, 23, 33, 36, 54, 55 and the bonus is 7The time to buy tickets for tonight's Lotto, Lotto Hotpicks and Thunderball has now ended.We'll be sharing the results as soon as the draw takes places.A 'must be won' draw means that the £20 million jackpot will be handed out tonight. But how many people could be in with a cash prize is to be determined.If anyone gets all six numbers, then the jackpot will be divided accordingly with whoever gets a full match.If no one gets all six, then a 'rolldown' takes place. A rolldown means that anyone with two or more numbers will receive an 'enhanced' prize of £5 in addition to their Lotto Lucky Dip. The remaining jackpot will then be allocated to all other winning prize tiers in set percentages. In addition to the Lotto , there will also be the Lotto Hotpicks and Thunderball draws.Tonight's Lotto Hotpicks draw is for an estimated £350,000.The Thunderball this evening is for an estimated £500,000. We've just got 35 minutes to go until tonight's Lotto draw takes place.If you're going to take part in tonight's 'must win' draw, then you'll need to get your tickets before 7.30pm."
https://www.manchestereveningnews.co.uk/news/uk-news/,Met Police 'understand public concern' as 52 people arrested during Coronation celebrations,"The police force said it had a 'duty to intervene when protest becomes criminal'Sign up for our daily newsletter to get the day's biggest stories sent direct to your inboxWe have more newslettersThe Metropolitan Police said it ‘understands public concern’ after 52 people were arrested in London throughout the King’s coronation day.The police force came under heavy criticism on Saturday after campaign groups described “incredibly alarming” detentions during republican protests.Protesters from the anti-monarchy group, including its chief executive Graham Smith, were apprehended during the day – as well as demonstrators from Just Stop Oil and Animal Rising.READ MORE: Join the FREE Manchester Evening News WhatsApp community14 people were arrested on The Mall, where the historic procession made its way to Buckingham Palace, including 13 who were arrested to prevent a breach of peace. Another person was arrested for the possession of drugs and a knife.Fourteen people were arrested in east London on suspicion of conspiracy to cause a public nuisance. Six people were arrested on Whitehall, five of whom were arrested on suspicion of conspiracy to cause a public nuisance with the sixth arrested for religiously aggravated behaviour likely to cause harassment, alarm of distress.In Westminster, six people on St Martin’s Lane and three on Wellington Arch were arrested on suspicion of conspiracy to cause a public nuisance. Another three were arrested in Soho for the same reasons.The police force said it received information that protesters were “determined to disrupt” the coronation – including defacing public monuments with paint, breaching barriers and disrupting official movements.But campaigners said the protests were “peaceful”, describing the arrests as “a dangerous precedent for us as a democratic nation”.Commander Karen Findlay, who led the policing operation, said: “We absolutely understand public concern following the arrests we made this morning. Protest is lawful and it can be disruptive. We have policed numerous protests without intervention in the build-up to the Coronation, and during it.""Our duty is to do so in a proportionate manner in line with relevant legislation. We also have a duty to intervene when protest becomes criminal and may cause serious disruption.“This depends on the context. The Coronation is a once in a generation event and that is a key consideration in our assessment. A protest involving large numbers has gone ahead today with police knowledge and no intervention.”READ NEXT:"
https://www.manchestereveningnews.co.uk/news/uk-news/,Katy Perry gives witty response after her antics almost steal the show at the King's Coronation,"The pop superstar won hearts and went viral as she attended the service at Westminster AbbeySign up for our daily newsletter to get the day's biggest stories sent direct to your inboxWe have more newslettersKaty Perry endeared fans as her relatable antics at King Charles III's Coronation went viral. The American pop superstar attended the service at Westminster Abbey along with royals and dignitaries, and a clip of the Firework singer having no idea where to sit circulated on Twitter. Katy could be seen wandering the pews in the abbey, all the while looking stunning dressed head-to-toe in lilac with a large fascinator and a Vivienne Westwood choker. The I Kissed A Girl hitmaker comically tweeted after the ceremony that her fans were 'not to worry' as she eventually found her seat.""Don’t worry guys i found my seat,"" reassured Katy. @todaykatyp told her: ""You are the biggest event of this coronation."" And @petsbysimon said: ""Waiting for more updates! Psst- you look gorgeous.""READ MORE: Join the FREE Manchester Evening News WhatsApp community@candyprismboy joked as they shared the searching for a seat clip: ""Me trying to find my mom at a full supermarket."" And @MrGagaPerry quipped to the face of food delivery giant Just Eat: ""Did somebody say 'just seat'.""Katy is performing at King Charles' coronation concert tomorrow, alongside Take That and Lionel Richie, as an ambassador of The British Asian Trust, which was founded by King Charles. He said about her appointment that Katy had a “long-standing commitment to charitable causes around the world.""The singer was also spotted joyfully taking selfies with guests in the historic abbey and stumbling in her white heels as she left the ceremony. The Coronation Concert takes place at Windsor Castle tomorrow (Sunday May 7).Penny Mordaunt, the Leader of the House of Commons, also left viewers of the King’s Coronation impressed as she performed her ceremonial duties during the ceremony. The Conservative MP, who also holds the role of Lord President of the Privy Council, a team of advisors to the monarch, and was required to carry the 17th-Century Sword of State, which weighs 8lbs, into Westminster Abbey.The sword was then exchanged for the Jewelled Sword of Offering, which is encrusted with diamonds, rubies and emeralds and was made for the coronation of George IV in 1821. It marked the first time in history that a woman carried and presented the sword to the monarch. During the ceremony, the sword was then delivered to the archbishop before being exchanged again for 100 newly-minted 50p pieces bearing the King's image.Viewers were quick to point out that the MP was left holding the swords for ‘more than an hour’ during the Coronation, with many being impressed with her strength and poise throughout. Former Labour spin doctor Alastair Campbell tweeted: ""Don't let anyone ever say I never say anything positive about the Tories... I am in awe of @PennyMordaunt arm and shoulder strength.”Podcaster Jon Sopel said: “The Penny mightier than the sword”. He later added: “I think money should come from the Sovereign Grant to pay for a neck and shoulder massage for @PennyMordaunt after that.”Comments about Penny quickly went viral, with many claiming she was the surprise star of the Coronation. Writer Caitlin Moran posted: “Penny Mordaunt's sword is the ""Pippa Middleton's Bum"" of the Coronation.”READ NEXT:Body language expert says how Harry and Charles felt during King's coronation Lip reader says what Prince Harry said as he arrived without Meghan at King's coronation Why Camilla is being crowned Queen at King's coronationAnt and Dec arrive at Westminster Abbey ahead of the Coronation of King CharlesWhy Meghan Markle the Duchess of Sussex is not at the King’s Coronation"
https://www.bbc.co.uk/news/uk,Coronation: Royals set to take part in Big Help Out events,"The weekend-long Coronation celebrations draw to a close on Monday with members of the public taking part in community events across the UK.The Big Help Out involves people taking on volunteering roles on the extra bank holiday.The King and Queen are not expected to attend any events - but other royals will drop in on some of the projects.The community-focused events follow Sunday's Coronation concert which featured Take That and Katy Perry.Hollywood actor Tom Cruise, Hugh Bonneville featured in the concert at Windsor Castle watched by the King, Queen and senior royals, along with singers Olly Murs and Paloma Faith.The Royal Family were seen dancing along to Lionel Richie during the 95-minute event as colourful images to accompany each of the acts were projected onto the historic castle.The Prince of Wales gave a poignant speech as he told the King: ""Pa, we are all so proud of you"", adding the late Queen would be a ""very proud mother"". Prince William and the Princess of Wales are expected to join in with volunteer events on Monday. For the Big Help Out, the Duke and Duchess of Edinburgh will take part in a puppy class at the Guide Dogs training centre in Reading, while Princess Anne and her husband Sir Tim Laurence will attend a civic service recognising local volunteers at Gloucester Cathedral.Meanwhile, the Duke and Duchess of Gloucester will meet young volunteers at a Coronation party at St Mark's Coptic Orthodox Church in Kensington, west London.An app and website have been set up to allow people to search for volunteering opportunities, which will range from helping the elderly to working with environmental charities and supporting animal welfare.A Buckingham Palace spokesperson said the King was ""wholly supportive of the Big Help Out initiatives taking place"".Queen Camilla is patron of the Royal Voluntary Service charity and has also been patron of the Big Lunch initiative since 2013.The royals have been out in force over the weekend as they joined various Coronation events around the country.Before the concert on Sunday, Edward and Sophie attended a Coronation Big Lunch in Cranleigh, Surrey, while the Princess Royal and Sir Tim Laurence went to a community street party in Swindon.The Duke of York's daughters Princess Beatrice and Princess Eugenie also attended a big lunch in Chalfont St Giles, Buckinghamshire.The street parties and lunches followed Saturday's coronation of the King and Queen at Westminster Abbey.Pa, we are all so proud of you, says WilliamTough calls made on Coronation arrests - ministerWhat it was really like inside the AbbeyKing and Queen say thanks for 'glorious occasion'The Coronation concert and street parties in picturesPa, we are all so proud of you, says WilliamCoronation concert wows King and crowd. VideoCoronation concert wows King and crowdRoyals to join community volunteering eventsHer illness fooled celebs. The truth may be even darkerA guide to every country's Eurovision 2023 songOver a barrel: Sudan mediators face tough choicesEurovision Q&A: Alessandra, Norway's Queen Of KingsCaptivating drone display at King's Coronation concert. VideoCaptivating drone display at King's Coronation concertBBC unveils Bike Bureau for green broadcasting. VideoBBC unveils Bike Bureau for green broadcastingThe Coronation concert and street parties in picturesHow people watched a day not seen for 70 yearsSpoof £25,000 airport sign makes a welcome returnA life coaching company that has shattered livesJournalist Catrin Nye and her team expose control, intimidation and fear at this mysterious firm'I'm not an angry teenager'Amol Rajan talks to 19-year-old Greta ThunbergWhat’s gone wrong with our housing?Richard Bilton investigates the problems Margaret Thatcher's right-to-buy policy is causing 40 years laterFancy a film tonight?There's something for everyone on BBC iPlayerWas it a mistake to return to Scotland?Vick's bold move abroad!What secrets will you find Inside No. 9?10 ways to pimp your pension© 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
